ENTREZ GENE ID	GENE SYMBOL	UNIPROT		number of EXPERIMENT	Colorectal cancer cells	Ovarian cancer cells	Breast cancer cells	Kidney cancer cells	Glioblastoma cells	Lung cancer cells	Stomach cancer cells	Hepatoma cells	Pancreatic cancer cells	Pancreatic adenocarcinoma cells
94239	H2AFV	Q71UI9	V	34	17	10	3	1	0	3	0	0	0	0
10096	ACTR3	P61158	V	34	18	8	2	3	1	2	0	0	0	0
1434	CSE1L	P55060	V	34	21	9	3	0	0	1	0	0	0	0
3673	ITGA2	P17301	V	34	19	8	1	3	0	3	0	0	0	0
51762	RAB8B	Q92930	V	34	19	7	1	3	0	4	0	0	0	0
6135	RPL11	P62913	V	34	17	7	2	3	2	3	0	0	0	0
92714	ARRDC1	Q8N5I2	V	34	17	9	4	1	0	3	0	0	0	0
1267	CNP	P09543	V	34	13	10	2	2	3	4	0	0	0	0
4430	MYO1B	O43795	V	34	19	6	4	3	0	2	0	0	0	0
7295	TXN	P10599	V	34	16	5	4	5	2	2	0	0	0	0
9045	RPL14	P50914	V	34	14	9	4	0	2	5	0	0	0	0
382	ARF6	P62330	V	34	15	7	6	4	0	2	0	0	0	0
7514	XPO1	O14980	V	34	14	10	3	0	6	1	0	0	0	0
6181	RPLP2	P05387	V	34	14	6	2	3	7	2	0	0	0	0
80727	TTYH3	Q9C0H2	V	34	11	7	3	1	2	10	0	0	0	0
3192	HNRNPU	Q00839	V	34	12	7	3	3	5	4	0	0	0	0
8140	SLC7A5	Q01650	V	34	15	7	5	4	1	2	0	0	0	0
5331	PLCB3	Q01970	V	34	17	8	0	1	0	8	0	0	0	0
6814	STXBP3	O00186	V	34	17	9	4	1	1	2	0	0	0	0
811	CALR	P27797	V	34	12	9	4	0	7	2	0	0	0	0
3916	LAMP1	P11279	V	34	14	9	4	3	0	4	0	0	0	0
6810	STX4	Q12846	V	34	15	10	3	1	0	5	0	0	0	0
9446	GSTO1	P78417	V	34	15	8	4	2	0	5	0	0	0	0
381	ARF5	P84085	V	34	19	9	4	1	0	1	0	0	0	0
5754	PTK7	Q13308	V	34	15	8	4	2	0	5	0	0	0	0
6418	SET	Q01105	V	34	17	8	3	1	0	5	0	0	0	0
3006	HIST1H1C	P16403	V	34	18	8	1	5	1	1	0	0	0	0
6229	RPS24	P62847	V	34	21	6	4	0	3	0	0	0	0	0
3842	TNPO1	Q92973	V	34	14	11	4	2	0	3	0	0	0	0
5214	PFKP	Q01813	V	34	16	8	4	2	1	3	0	0	0	0
529	ATP6V1E1	P36543	V	34	15	8	3	3	1	4	0	0	0	0
6432	SRSF7	Q16629	V	34	14	10	2	3	2	3	0	0	0	0
25824	PRDX5	P30044	V	34	12	9	4	5	0	4	0	0	0	0
3880	KRT19	P08727	V	34	21	7	3	2	0	1	0	0	0	0
10728	PTGES3	Q15185	V	34	17	8	3	3	0	3	0	0	0	0
51719	CAB39	Q9Y376	V	34	14	8	6	4	0	2	0	0	0	0
223	ALDH9A1	P49189	V	34	10	9	1	4	4	6	0	0	0	0
3313	HSPA9	P38646	V	34	12	7	5	3	1	5	0	0	0	1
79784	MYH14	Q7Z406	V	34	18	8	4	2	0	2	0	0	0	0
801	CALM1	P0DP23	V	34	15	9	4	1	2	3	0	0	0	0
129531	MITD1	Q8WV92	V	34	16	8	2	4	0	4	0	0	0	0
5905	RANGAP1	P46060	V	34	14	9	3	0	0	8	0	0	0	0
23043	TNIK	Q9UKE5	V	34	21	9	2	0	1	1	0	0	0	0
55236	UBA6	A0AVT1	V	34	14	6	4	1	0	9	0	0	0	0
2314	FLII	Q13045	V	34	9	7	4	3	0	11	0	0	0	0
5660	PSAP	P07602	V	34	5	8	4	3	8	6	0	0	0	0
8451	CUL4A	Q13619	V	34	18	8	0	2	0	6	0	0	0	0
292	SLC25A5	P05141	V	34	14	10	3	2	1	4	0	0	0	0
824	CAPN2	P17655	V	34	19	8	3	0	0	4	0	0	0	0
10135	NAMPT	P43490	V	34	12	9	4	4	0	5	0	0	0	0
23039	XPO7	Q9UIA9	V	34	16	11	1	1	0	5	0	0	0	0
2059	EPS8	Q12929	V	34	12	7	1	4	0	10	0	0	0	0
3672	ITGA1	P56199	V	34	15	8	2	2	0	7	0	0	0	0
9793	CKAP5	Q14008	V	34	12	10	2	4	0	6	0	0	0	0
847	CAT	P04040	V	34	7	4	4	4	6	9	0	0	0	0
64787	EPS8L2	Q9H6S3	V	34	15	7	2	2	0	8	0	0	0	0
121504	HIST4H4	P62805	V	33	16	6	1	0	10	0	0	0	0	0
310	ANXA7	P20073	V	33	16	7	5	1	1	3	0	0	0	0
5223	PGAM1	P18669	V	33	16	8	2	2	1	4	0	0	0	0
3939	LDHA	P00338	V	33	20	6	4	2	0	1	0	0	0	0
3921	RPSA	P08865	V	33	16	9	5	1	1	1	0	0	0	0
6187	RPS2	P15880	V	33	15	6	4	5	0	3	0	0	0	0
9588	PRDX6	P30041	V	33	15	8	4	2	1	3	0	0	0	0
5518	PPP2R1A	P30153	V	33	14	6	4	4	0	5	0	0	0	0
311	ANXA11	P50995	V	33	17	9	3	1	1	2	0	0	0	0
7184	HSP90B1	P14625	V	33	17	8	2	2	3	1	0	0	0	0
23446	SLC44A1	Q8WWI5	V	33	19	7	2	4	0	1	0	0	0	0
1936	EEF1D	P29692	V	33	14	10	1	3	0	4	0	0	0	1
11315	PARK7	Q99497	V	33	17	9	2	1	0	4	0	0	0	0
5094	PCBP2	Q15366	V	33	19	6	4	3	0	1	0	0	0	0
50848	F11R	Q9Y624	V	33	16	7	4	4	0	2	0	0	0	0
966	CD59	P13987	V	33	17	7	3	4	2	0	0	0	0	0
4736	RPL10A	P62906	V	33	15	10	2	1	2	3	0	0	0	0
5962	RDX	P35241	V	33	15	11	2	2	1	2	0	0	0	0
10294	DNAJA2	O60884	V	33	16	10	4	0	1	2	0	0	0	0
4067	LYN	P07948	V	33	15	8	4	3	0	3	0	0	0	0
6201	RPS7	P62081	V	33	20	8	3	1	0	1	0	0	0	0
3691	ITGB4	P16144	V	33	18	11	0	4	0	0	0	0	0	0
7919	DDX39B	Q13838	V	33	10	8	5	5	0	5	0	0	0	0
4282	MIF	P14174	V	33	13	6	3	6	1	4	0	0	0	0
5872	RAB13	P51153	V	33	17	8	4	2	1	1	0	0	0	0
57048	PLSCR3	Q9NRY6	V	33	17	8	2	3	0	3	0	0	0	0
1314	COPA	P53621	V	33	18	8	1	4	1	1	0	0	0	0
10492	SYNCRIP	O60506	V	33	15	8	2	2	0	5	0	0	0	1
10397	NDRG1	Q92597	V	33	15	8	2	2	1	5	0	0	0	0
11332	ACOT7	O00154	V	33	13	7	2	2	1	8	0	0	0	0
506	ATP5B	P06576	V	33	17	6	3	3	2	2	0	0	0	0
3838	KPNA2	P52292	V	33	10	8	1	4	0	10	0	0	0	0
4676	NAP1L4	Q99733	V	33	12	6	2	2	0	11	0	0	0	0
5836	PYGL	P06737	V	33	14	9	3	2	4	1	0	0	0	0
3383	ICAM1	P05362	V	33	11	9	4	0	0	9	0	0	0	0
4666	NACA	E9PAV3	V	33	16	7	3	3	0	4	0	0	0	0
5707	PSMD1	Q99460	V	33	17	9	1	1	1	4	0	0	0	0
8665	EIF3F	O00303	V	33	17	4	2	0	1	9	0	0	0	0
22919	MAPRE1	Q15691	V	33	12	7	2	3	0	9	0	0	0	0
51138	COPS4	Q9BT78	V	33	9	8	5	2	0	9	0	0	0	0
5720	PSME1	Q06323	V	33	16	10	2	2	0	3	0	0	0	0
6133	RPL9	P32969	V	33	17	7	4	2	1	2	0	0	0	0
135228	CD109	Q6YHK3	V	33	9	9	4	1	7	3	0	0	0	0
204	AK2	P54819	V	33	12	10	3	5	0	3	0	0	0	0
1965	EIF2S1	P05198	V	33	16	10	4	1	0	2	0	0	0	0
2050	EPHB4	P54760	V	33	15	8	5	2	0	3	0	0	0	0
5692	PSMB4	P28070	V	33	11	7	1	3	8	3	0	0	0	0
6147	RPL23A	P62750	V	33	17	7	3	4	1	1	0	0	0	0
8573	CASK	O14936	V	33	12	10	3	3	0	5	0	0	0	0
1829	DSG2	Q14126	V	33	19	7	3	2	0	2	0	0	0	0
6426	SRSF1	Q07955	V	33	12	9	4	4	1	3	0	0	0	0
7052	TGM2	P21980	V	33	9	8	2	3	0	11	0	0	0	0
7296	TXNRD1	Q16881	V	33	14	10	3	1	0	5	0	0	0	0
2237	FEN1	P39748	V	33	14	9	3	5	0	2	0	0	0	0
4363	ABCC1	P33527	V	33	14	8	5	5	0	1	0	0	0	0
9601	PDIA4	P13667	V	33	13	9	3	5	2	1	0	0	0	0
11344	TWF2	Q6IBS0	V	33	15	6	2	1	0	9	0	0	0	0
2787	GNG5	P63218	V	33	14	6	5	6	0	2	0	0	0	0
8450	CUL4B	Q13620	V	33	19	8	1	4	1	0	0	0	0	0
10120	ACTR1B	P42025	V	33	18	12	2	0	0	1	0	0	0	0
51510	CHMP5	Q9NZZ3	V	33	15	8	3	5	1	1	0	0	0	0
3295	HSD17B4	P51659	V	33	14	9	1	4	0	5	0	0	0	0
7284	TUFM	P49411	V	33	13	10	5	1	1	2	0	0	0	1
8668	EIF3I	Q13347	V	33	19	8	1	3	0	2	0	0	0	0
164	AP1G1	O43747	V	33	17	9	1	2	0	4	0	0	0	0
2047	EPHB1	P54762	V	33	20	5	3	1	0	4	0	0	0	0
8027	STAM	Q92783	V	33	10	10	3	1	0	9	0	0	0	0
23071	ERP44	Q9BS26	V	33	11	9	3	5	0	5	0	0	0	0
8073	PTP4A2	Q12974	V	33	15	10	1	2	0	5	0	0	0	0
8360	HIST1H4D	B2R4R0	V	32	15	6	1	0	10	0	0	0	0	0
8361	HIST1H4F	B2R4R0	V	32	15	6	1	0	10	0	0	0	0	0
8362	HIST1H4K	B2R4R0	V	32	15	6	1	0	10	0	0	0	0	0
8363	HIST1H4J	B2R4R0	V	32	15	6	1	0	10	0	0	0	0	0
8364	HIST1H4C	B2R4R0	V	32	15	6	1	0	10	0	0	0	0	0
8365	HIST1H4H	B2R4R0	V	32	15	6	1	0	10	0	0	0	0	0
8366	HIST1H4B	B2R4R0	V	32	15	6	1	0	10	0	0	0	0	0
8367	HIST1H4E	B2R4R0	V	32	15	6	1	0	10	0	0	0	0	0
8368	HIST1H4L	B2R4R0	V	32	15	6	1	0	10	0	0	0	0	0
8370	HIST2H4A	B2R4R0	V	32	15	6	1	0	10	0	0	0	0	0
554313	HIST2H4B	B2R4R0	V	32	15	6	1	0	10	0	0	0	0	0
8339	HIST1H2BG	P62807	V	32	16	5	6	1	0	4	0	0	0	0
6188	RPS3	P23396	V	32	17	9	4	1	1	0	0	0	0	0
10376	TUBA1B	P68363	V	32	20	4	2	3	2	1	0	0	0	0
10694	CCT8	P50990	V	32	18	6	1	1	1	5	0	0	0	0
5037	PEBP1	P30086	V	32	14	8	3	2	0	5	0	0	0	0
5499	PPP1CA	P62136	V	32	17	7	1	4	0	3	0	0	0	0
23654	PLXNB2	O15031	V	32	14	10	4	1	2	1	0	0	0	0
3843	IPO5	O00410	V	32	16	8	2	3	0	3	0	0	0	0
4673	NAP1L1	P55209	V	32	16	10	2	2	0	1	0	0	0	1
9948	WDR1	O75083	V	32	13	8	2	3	2	4	0	0	0	0
10016	PDCD6	O75340	V	32	21	7	3	0	0	1	0	0	0	0
93343	FAM125A	Q96EY5	V	32	19	8	2	2	0	1	0	0	0	0
4641	MYO1C	O00159	V	32	15	10	3	1	0	3	0	0	0	0
163	AP2B1	P63010	V	32	19	7	4	1	1	0	0	0	0	0
378	ARF4	P18085	V	32	17	8	3	1	1	2	0	0	0	0
1974	EIF4A2	Q14240	V	32	16	9	3	2	0	2	0	0	0	0
4628	MYH10	P35580	V	32	18	7	4	2	0	1	0	0	0	0
3014	H2AFX	P16104	V	32	21	3	0	1	3	4	0	0	0	0
3184	HNRNPD	Q14103	V	32	15	7	3	3	0	4	0	0	0	0
3306	HSPA2	P54652	V	32	22	3	2	4	1	0	0	0	0	0
16	AARS	P49588	V	32	15	7	2	5	0	3	0	0	0	0
70	ACTC1	P68032	V	32	15	9	3	3	1	1	0	0	0	0
10382	TUBB4A	P04350	V	32	18	8	3	1	0	2	0	0	0	0
3106	HLA-B	P01889	V	32	15	5	4	2	0	6	0	0	0	0
5868	RAB5A	P20339	V	32	19	6	1	5	0	1	0	0	0	0
6139	RPL17	P18621	V	32	15	8	3	2	3	1	0	0	0	0
9775	EIF4A3	P38919	V	32	16	7	2	2	1	4	0	0	0	0
989	SEPTIN7	Q16181	V	32	15	6	1	3	1	6	0	0	0	0
2664	GDI1	P31150	V	32	16	10	2	1	0	3	0	0	0	0
6152	RPL24	P83731	V	32	15	9	2	3	2	1	0	0	0	0
3009	HIST1H1B	P16401	V	32	11	7	1	5	0	8	0	0	0	0
3305	HSPA1L	P34931	V	32	18	4	5	2	0	3	0	0	0	0
10094	ARPC3	O15145	V	32	12	10	3	2	2	3	0	0	0	0
29127	RACGAP1	Q9H0H5	V	32	13	8	5	1	0	5	0	0	0	0
821	CANX	P27824	V	32	14	7	2	4	1	4	0	0	0	0
6717	SRI	P30626	V	32	15	10	2	1	1	3	0	0	0	0
10594	PRPF8	Q6P2Q9	V	32	11	8	4	2	3	4	0	0	0	0
2048	EPHB2	P29323	V	32	19	10	1	1	0	1	0	0	0	0
6223	RPS19	P39019	V	32	13	8	4	4	1	2	0	0	0	0
1073	CFL2	Q9Y281	V	32	18	7	3	3	0	1	0	0	0	0
1729	DIAPH1	O60610	V	32	15	7	4	3	0	3	0	0	0	0
1981	EIF4G1	Q04637	V	32	10	9	4	4	0	5	0	0	0	0
8878	SQSTM1	Q13501	V	32	8	11	2	5	0	6	0	0	0	0
11171	STRAP	Q9Y3F4	V	32	16	5	1	2	0	8	0	0	0	0
23011	RAB21	Q9UL25	V	32	11	10	4	2	0	5	0	0	0	0
1933	EEF1B2	P24534	V	32	15	10	1	3	1	1	0	0	0	1
9123	SLC16A3	O15427	V	32	14	7	4	4	0	3	0	0	0	0
10072	DPP3	Q9NY33	V	32	15	7	1	1	0	8	0	0	0	0
5211	PFKL	P17858	V	32	13	9	3	3	0	4	0	0	0	0
5965	RECQL	P46063	V	32	8	11	4	3	0	6	0	0	0	0
6210	RPS15A	P62244	V	32	13	8	3	5	1	2	0	0	0	0
10458	BAIAP2	Q9UQB8	V	32	16	9	0	4	0	3	0	0	0	0
25796	PGLS	O95336	V	32	18	6	3	2	0	3	0	0	0	0
83737	ITCH	Q96J02	V	32	12	11	4	3	0	2	0	0	0	0
2947	GSTM3	P21266	V	32	9	8	3	2	0	10	0	0	0	0
3185	HNRNPF	P52597	V	32	12	9	1	4	0	6	0	0	0	0
9448	MAP4K4	O95819	V	32	19	7	2	1	1	2	0	0	0	0
9632	SEC24C	P53992	V	32	15	7	3	4	0	3	0	0	0	0
158	ADSL	P30566	V	32	13	9	4	2	0	4	0	0	0	0
5786	PTPRA	P18433	V	32	14	6	5	3	0	4	0	0	0	0
5928	RBBP4	Q09028	V	32	11	11	3	3	0	4	0	0	0	0
1029	CDKN2A	P42771	V	32	4	7	7	7	0	7	0	0	0	0
7417	VDAC2	P45880	V	32	11	4	4	2	1	10	0	0	0	0
8496	PPFIBP1	Q86W92	V	32	15	10	3	1	0	3	0	0	0	0
9748	SLK	Q9H2G2	V	32	10	7	3	1	0	11	0	0	0	0
23019	CNOT1	A5YKK6	V	32	9	11	4	3	0	5	0	0	0	0
29926	GMPPA	Q96IJ6	V	32	11	7	1	5	0	8	0	0	0	0
501	ALDH7A1	P49419	V	32	14	7	3	1	1	6	0	0	0	0
823	CAPN1	P07384	V	32	19	8	1	3	0	1	0	0	0	0
6772	STAT1	P42224	V	32	13	7	1	1	0	10	0	0	0	0
8667	EIF3H	O15372	V	32	17	8	4	1	0	2	0	0	0	0
2936	GSR	P00390	V	32	17	7	2	1	0	5	0	0	0	0
8842	PROM1	O43490	V	32	17	5	1	3	2	4	0	0	0	0
22978	NT5C2	P49902	V	32	13	9	4	2	0	4	0	0	0	0
55308	DDX19A	Q9NUU7	V	32	10	11	3	2	0	6	0	0	0	0
126133	ALDH16A1	Q8IZ83	V	32	16	9	1	2	0	4	0	0	0	0
1800	DPEP1	P16444	V	32	17	3	3	5	0	4	0	0	0	0
2098	ESD	P10768	V	32	14	8	2	4	0	4	0	0	0	0
6192	RPS4Y1	P22090	V	32	17	8	2	2	0	3	0	0	0	0
51071	DERA	Q9Y315	V	32	16	6	2	5	0	3	0	0	0	0
5696	PSMB8	P28062	V	32	16	6	3	4	2	1	0	0	0	0
5881	RAC3	P60763	V	32	17	9	1	3	0	2	0	0	0	0
3039	HBA1	P69905	V	31	6	7	4	1	9	4	0	0	0	0
6128	RPL6	Q02878	V	31	19	5	3	1	2	1	0	0	0	0
8895	CPNE3	O75131	V	31	14	10	3	1	0	3	0	0	0	0
65108	MARCKSL1	P49006	V	31	15	6	3	1	2	4	0	0	0	0
3845	KRAS	P01116	V	31	17	7	3	3	0	1	0	0	0	0
490	ATP2B1	P20020	V	31	15	9	3	0	1	3	0	0	0	0
10097	ACTR2	P61160	V	31	19	8	3	1	0	0	0	0	0	0
9493	KIF23	Q02241	V	31	15	6	2	3	1	4	0	0	0	0
9144	SYNGR2	O43760	V	31	13	7	3	6	1	1	0	0	0	0
2618	GART	P22102	V	31	20	7	1	3	0	0	0	0	0	0
3608	ILF2	Q12905	V	31	14	8	2	3	0	4	0	0	0	0
10787	NCKAP1	Q9Y2A7	V	31	11	11	4	4	0	1	0	0	0	0
2027	ENO3	P13929	V	31	19	6	2	2	1	1	0	0	0	0
5887	RAD23B	P54727	V	31	17	7	3	2	0	2	0	0	0	0
7334	UBE2N	P61088	V	31	16	4	3	6	0	2	0	0	0	0
10399	GNB2L1	P63244	V	31	19	7	2	0	1	2	0	0	0	0
6142	RPL18A	Q02543	V	31	16	7	4	0	1	3	0	0	0	0
6157	RPL27A	P46776	V	31	12	9	2	5	1	2	0	0	0	0
7170	TPM3	P06753	V	31	16	9	2	2	0	2	0	0	0	0
25932	CLIC4	Q9Y696	V	31	13	8	3	3	0	4	0	0	0	0
6050	RNH1	P13489	V	31	15	7	2	1	0	6	0	0	0	0
9525	VPS4B	O75351	V	31	16	11	2	1	0	1	0	0	0	0
162	AP1B1	Q10567	V	31	17	8	3	0	0	3	0	0	0	0
9097	USP14	P54578	V	31	14	7	1	3	0	6	0	0	0	0
1968	EIF2S3	P41091	V	31	14	7	3	2	0	5	0	0	0	0
2817	GPC1	P35052	V	31	13	5	3	1	2	7	0	0	0	0
4853	NOTCH2	Q04721	V	31	10	9	4	4	0	4	0	0	0	0
3265	HRAS	P01112	V	31	20	4	3	2	1	1	0	0	0	0
6224	RPS20	P60866	V	31	14	5	3	5	0	3	0	0	0	1
6727	SRP14	P37108	V	31	10	9	2	4	0	6	0	0	0	0
3611	ILK	Q13418	V	31	9	11	1	4	0	6	0	0	0	0
5792	PTPRF	P10586	V	31	16	10	2	2	0	1	0	0	0	0
6281	S100A10	P60903	V	31	17	7	5	1	1	0	0	0	0	0
10493	VAT1	Q99536	V	31	10	10	4	4	0	3	0	0	0	0
23603	CORO1C	Q9ULV4	V	31	16	7	1	5	0	2	0	0	0	0
2049	EPHB3	P54753	V	31	13	10	5	1	2	0	0	0	0	0
3191	HNRNPL	P14866	V	31	11	9	3	4	0	4	0	0	0	0
327	APEH	P13798	V	31	14	10	1	1	0	5	0	0	0	0
1457	CSNK2A1	P68400	V	31	17	7	1	3	0	3	0	0	0	0
5357	PLS1	Q14651	V	31	17	10	2	1	0	1	0	0	0	0
9255	AIMP1	Q12904	V	31	13	8	3	2	0	5	0	0	0	0
7106	TSPAN4	O14817	V	31	6	12	5	0	3	5	0	0	0	0
10059	DNM1L	O00429	V	31	7	12	2	3	0	7	0	0	0	0
11187	PKP3	Q9Y446	V	31	18	8	1	2	0	2	0	0	0	0
64866	CDCP1	Q9H5V8	V	31	18	8	2	1	0	2	0	0	0	0
7105	TSPAN6	O43657	V	31	15	10	4	2	0	0	0	0	0	0
9040	UBE2M	P61081	V	31	18	7	1	4	0	1	0	0	0	0
55327	LIN7C	Q9NUP9	V	31	12	7	5	2	0	5	0	0	0	0
1503	CTPS1	P17812	V	31	13	7	4	2	0	5	0	0	0	0
1639	DCTN1	Q14203	V	31	12	7	3	3	1	5	0	0	0	0
6164	RPL34	P49207	V	31	14	5	5	4	1	2	0	0	0	0
23555	TSPAN15	O95858	V	31	16	7	0	3	0	5	0	0	0	0
23576	DDAH1	O94760	V	31	16	8	1	5	0	1	0	0	0	0
52	ACP1	P24666	V	31	13	8	1	5	0	4	0	0	0	0
644	BLVRA	P53004	V	31	13	8	5	2	0	3	0	0	0	0
1841	DTYMK	P23919	V	31	8	10	1	2	0	10	0	0	0	0
4035	LRP1	Q07954	V	31	12	9	4	1	3	2	0	0	0	0
5537	PPP6C	O00743	V	31	10	10	5	3	0	3	0	0	0	0
11235	PDCD10	Q9BUL8	V	31	19	5	2	3	0	2	0	0	0	0
2271	FH	P07954	V	31	12	7	1	2	2	7	0	0	0	0
23317	DNAJC13	O75165	V	31	13	9	2	2	0	5	0	0	0	0
57136	C20orf3	Q9HDC9	V	31	11	8	4	4	0	4	0	0	0	0
79180	EFHD2	Q96C19	V	31	18	4	3	3	0	3	0	0	0	0
2762	GMDS	O60547	V	31	16	9	1	2	0	3	0	0	0	0
5819	PVRL2	Q92692	V	31	13	7	2	1	0	8	0	0	0	0
9276	COPB2	P35606	V	31	15	8	2	3	0	3	0	0	0	0
23760	PITPNB	P48739	V	31	13	11	1	2	1	3	0	0	0	0
55660	PRPF40A	O75400	V	31	9	8	3	5	0	6	0	0	0	0
51474	LIMA1	Q9UHB6	V	31	11	7	3	5	0	5	0	0	0	0
10551	AGR2	O95994	V	31	13	2	2	5	0	9	0	0	0	0
10938	EHD1	Q9H4M9	V	30	12	9	2	3	3	1	0	0	0	0
6141	RPL18	Q07020	V	30	14	9	2	2	2	1	0	0	0	0
57153	SLC44A2	Q8IWA5	V	30	15	11	3	0	0	1	0	0	0	0
7280	TUBB2A	Q13885	V	30	12	8	2	3	0	5	0	0	0	0
6767	ST13	P50502	V	30	16	7	5	1	0	1	0	0	0	0
84790	TUBA1C	Q9BQE3	V	30	15	8	5	2	0	0	0	0	0	0
29789	OLA1	Q9NTK5	V	30	18	6	1	2	0	3	0	0	0	0
1291	COL6A1	P12109	V	30	3	9	3	5	7	3	0	0	0	0
11252	PACSIN2	Q9UNF0	V	30	13	7	5	1	0	4	0	0	0	0
6208	RPS14	P62263	V	30	14	9	3	2	0	2	0	0	0	0
23513	SCRIB	Q14160	V	30	14	8	4	2	0	2	0	0	0	0
30845	EHD3	Q9NZN3	V	30	11	9	2	3	0	5	0	0	0	0
5500	PPP1CB	P62140	V	30	12	9	3	2	0	4	0	0	0	0
6230	RPS25	P62851	V	30	16	6	4	2	1	1	0	0	0	0
1728	NQO1	P15559	V	30	13	8	6	1	1	1	0	0	0	0
7407	VARS	P26640	V	30	15	7	3	3	0	2	0	0	0	0
8334	HIST1H2AC	Q93077	V	30	12	5	5	3	0	5	0	0	0	0
6558	SLC12A2	P55011	V	30	22	6	1	1	0	0	0	0	0	0
8766	RAB11A	P62491	V	30	19	2	4	4	1	0	0	0	0	0
4907	NT5E	P21589	V	30	15	5	3	1	3	3	0	0	0	0
23450	SF3B3	Q15393	V	30	12	7	2	0	8	1	0	0	0	0
873	CBR1	P16152	V	30	17	7	2	1	0	3	0	0	0	0
353	APRT	P07741	V	30	15	7	3	1	0	4	0	0	0	0
830	CAPZA2	P47755	V	30	18	7	1	1	0	3	0	0	0	0
8349	HIST2H2BE	Q16778	V	30	15	5	4	4	0	2	0	0	0	0
10856	RUVBL2	Q9Y230	V	30	18	9	1	1	1	0	0	0	0	0
523	ATP6V1A	P38606	V	30	17	8	3	0	0	2	0	0	0	0
4141	MARS	P56192	V	30	13	9	4	3	1	0	0	0	0	0
6143	RPL19	P84098	V	30	14	7	3	0	1	5	0	0	0	0
7273	TTN	Q8WZ42	V	30	14	8	3	3	0	2	0	0	0	0
27020	NPTN	Q9Y639	V	30	15	10	1	0	1	3	0	0	0	0
1803	DPP4	P27487	V	30	14	6	3	1	0	6	0	0	0	0
2673	GFPT1	Q06210	V	30	16	7	3	0	0	4	0	0	0	0
5976	UPF1	Q92900	V	30	12	9	4	2	0	3	0	0	0	0
2810	SFN	P31947	V	30	19	7	1	2	0	1	0	0	0	0
4734	NEDD4	P46934	V	30	12	5	2	5	1	5	0	0	0	0
3422	IDI1	Q13907	V	30	14	5	3	5	0	3	0	0	0	0
5198	PFAS	O15067	V	30	12	10	4	2	0	2	0	0	0	0
6160	RPL31	P62899	V	30	14	8	3	3	2	0	0	0	0	0
6385	SDC4	P31431	V	30	14	6	3	4	2	1	0	0	0	0
498	ATP5A1	P25705	V	30	11	8	5	1	2	3	0	0	0	0
2193	FARSA	Q9Y285	V	30	14	8	2	4	1	1	0	0	0	0
5880	RAC2	P15153	V	30	15	8	3	0	1	3	0	0	0	0
7168	TPM1	P09493	V	30	15	5	3	5	0	2	0	0	0	0
8833	GMPS	P49915	V	30	7	10	2	1	0	10	0	0	0	0
11335	CBX3	Q13185	V	30	9	10	2	4	0	5	0	0	0	0
347688	TUBB8	Q3ZCM7	V	30	15	7	2	4	0	2	0	0	0	0
3860	KRT13	P13646	V	30	19	4	3	2	0	2	0	0	0	0
6051	RNPEP	Q9H4A4	V	30	10	10	5	1	0	4	0	0	0	0
9373	PLAA	Q9Y263	V	30	6	10	4	4	0	6	0	0	0	0
10972	TMED10	P49755	V	30	10	9	3	5	0	3	0	0	0	0
826	CAPNS1	P04632	V	30	15	7	3	0	1	4	0	0	0	0
3646	EIF3E	P60228	V	30	15	7	4	2	0	2	0	0	0	0
10920	COPS8	Q99627	V	30	10	7	3	1	0	9	0	0	0	0
57403	RAB22A	Q9UL26	V	30	17	8	2	3	0	0	0	0	0	0
140465	MYL6B	P14649	V	30	12	7	1	4	0	6	0	0	0	0
817	CAMK2D	Q13557	V	30	11	6	4	2	1	6	0	0	0	0
5519	PPP2R1B	P30154	V	30	16	7	0	3	0	4	0	0	0	0
51727	CMPK1	P30085	V	30	14	7	2	3	0	4	0	0	0	0
55243	KIRREL	Q96J84	V	30	3	10	2	5	0	10	0	0	0	0
55862	ECHDC1	Q9NTX5	V	30	11	4	3	2	0	10	0	0	0	0
1398	CRK	P46108	V	30	14	6	4	4	0	2	0	0	0	0
6730	SRP68	Q9UHB9	V	30	13	7	3	2	0	5	0	0	0	0
7153	TOP2A	P11388	V	30	9	5	3	4	0	9	0	0	0	0
54187	NANS	Q9NR45	V	30	15	8	3	1	0	3	0	0	0	0
57674	RNF213	Q63HN8	V	30	12	8	4	3	0	3	0	0	0	0
83660	TLN2	Q9Y4G6	V	30	12	10	1	5	0	2	0	0	0	0
5110	PCMT1	P22061	V	30	13	9	3	1	0	4	0	0	0	0
6227	RPS21	P63220	V	30	11	6	4	5	1	3	0	0	0	0
3854	KRT6B	P04259	V	30	17	4	3	3	0	3	0	0	0	0
5652	PRSS8	Q16651	V	30	14	4	2	4	0	6	0	0	0	0
6633	SNRPD2	P62316	V	30	13	8	4	3	0	2	0	0	0	0
9578	CDC42BPB	Q9Y5S2	V	30	14	9	1	4	0	2	0	0	0	0
79084	WDR77	Q9BQA1	V	30	8	8	3	2	0	9	0	0	0	0
6888	TALDO1	P37837	V	29	12	10	4	3	0	0	0	0	0	0
2040	STOM	P27105	V	29	3	7	5	4	1	9	0	0	0	0
81619	TSPAN14	Q8NG11	V	29	19	9	1	0	0	0	0	0	0	0
832	CAPZB	P47756	V	29	13	7	2	4	1	2	0	0	0	0
55748	CNDP2	Q96KP4	V	29	13	6	3	3	0	4	0	0	0	0
