UNIPROT	Sample	common13
Q86YA3	1	#N/A
Q08188	1	#N/A
Q5T749	1	#N/A
Q8N3Y7	1	#N/A
Q8WVV4	1	#N/A
Q9H1E1	1	#N/A
Q9NZH8	1	#N/A
Q9UI42	1	#N/A
Q9UIV8	1	#N/A
P55774	1	#N/A
O15117	1	p
P61952	1	#N/A
Q92686	1	#N/A
Q9NVH1	1	p
P21709	1	#N/A
Q86YW5	1	#N/A
O95969	1	#N/A
P19957	1	#N/A
Q9NSB8	1	#N/A
Q8IU68	1	#N/A
O00501	1	#N/A
O15204	1	#N/A
Q6ZMI0	1	p
O94766	1	p
Q5TC63	1	#N/A
Q15742	1	#N/A
Q96J65	1	#N/A
Q8NB46	1	#N/A
O75596	1	#N/A
P38435	1	#N/A
Q58EX7	1	#N/A
Q5JSP0	1	#N/A
Q6ZW49	1	#N/A
Q96PU4	1	p
Q96RE7	1	#N/A
Q9ULR3	1	#N/A
O00519	1	#N/A
O95528	1	#N/A
O95870	1	#N/A
O96011	1	#N/A
P45452	1	#N/A
Q68CQ7	1	#N/A
Q96B49	1	#N/A
Q96JQ2	1	#N/A
Q9HBG4	1	#N/A
Q9NQX5	1	#N/A
Q9NZ45	1	p
Q9Y320	1	p
P10275	1	#N/A
Q9NP59	1	#N/A
O43422	1	#N/A
Q9H089	1	#N/A
Q9Y6A4	1	p
Q02779	1	#N/A
Q7Z7M0	1	#N/A
Q9H1K6	1	#N/A
Q9Y2C3	1	#N/A
Q9BYG5	1	p
Q9H8L6	1	p
O14686	1	#N/A
Q9H845	1	p
P05230	1	#N/A
P49863	1	#N/A
P55064	1	#N/A
Q8IY42	1	#N/A
Q9HBJ8	1	#N/A
Q9HCS5	1	#N/A
O43572	1	#N/A
P16519	1	#N/A
P49789	1	#N/A
P49848	1	#N/A
Q7Z6M1	1	#N/A
Q86Y37	1	#N/A
Q9H6Y2	1	#N/A
Q9UPR0	1	#N/A
Q9Y2U5	1	#N/A
Q9BY49	1	#N/A
Q5SXM2	1	#N/A
Q9Y3Q8	1	#N/A
P04733	1	#N/A
O60704	1	#N/A
Q6UXB2	1	#N/A
Q9NRJ3	1	#N/A
Q9BRT3	1	p
P55318	1	#N/A
Q8IWU2	1	#N/A
Q8N8U2	1	#N/A
Q8NFA0	1	#N/A
Q8TEL6	1	#N/A
Q8WU20	1	#N/A
Q96CP6	1	#N/A
Q96T49	1	#N/A
Q9H981	1	#N/A
Q9NZQ3	1	#N/A
Q9UBB5	1	p
A0PJZ3	1	#N/A
Q9NV56	1	#N/A
Q9NVX7	1	#N/A
Q9NYH9	1	#N/A
Q9NZI5	1	#N/A
Q9P1Y5	1	#N/A
Q9P1Z2	1	#N/A
A6NCS6	1	#N/A
O75063	1	#N/A
P11086	1	#N/A
Q8TAD8	1	#N/A
Q8WTS6	1	#N/A
Q9BW19	1	#N/A
Q9GZV7	1	#N/A
O60427	1	#N/A
Q00587	1	#N/A
Q5T5C0	1	#N/A
Q8TEB7	1	#N/A
Q96PE1	1	#N/A
Q9BQ24	1	#N/A
Q9GZP8	1	#N/A
Q9NRA2	1	#N/A
Q6T4R5	1	#N/A
Q9UQC9	1	#N/A
Q9NS28	1	#N/A
Q9P121	1	#N/A
Q9UJ71	1	#N/A
Q9NRC6	1	#N/A
Q9NWV4	1	p
P08913	1	#N/A
Q09013	1	#N/A
Q9BST9	1	p
Q9ULL5	1	#N/A
P14921	1	#N/A
Q13077	1	#N/A
Q3B726	1	#N/A
Q53EP0	1	#N/A
Q6AWC2	1	#N/A
Q6UX73	1	#N/A
Q8WU10	1	#N/A
Q96AD5	1	#N/A
Q99487	1	p
Q9BXL7	1	#N/A
Q9P2C4	1	#N/A
Q6ZMB0	1	#N/A
Q9NSC7	1	#N/A
Q9UKN1	1	#N/A
Q6UX82	1	#N/A
O60844	1	#N/A
Q6BDI9	1	#N/A
Q6ZNW5	1	#N/A
Q7L1S5	1	#N/A
Q99626	1	#N/A
Q9BYZ8	1	#N/A
Q5VYX0	1	#N/A
Q7Z7A3	1	#N/A
Q8IUD6	1	#N/A
Q8IV48	1	#N/A
Q99797	1	#N/A
Q9GZS1	1	#N/A
Q9UKX7	1	p
Q7Z3B4	1	p
Q9Y697	1	#N/A
P52823	1	#N/A
Q13253	1	#N/A
Q53FA7	1	p
Q9H008	1	p
Q9UPR3	1	#N/A
Q8IVL6	1	#N/A
Q969Q5	1	p
Q9BPX7	1	#N/A
Q9NQS1	1	#N/A
Q8IWZ6	1	#N/A
P51689	1	#N/A
Q99720	1	#N/A
Q96MC5	1	#N/A
Q2TAA5	1	#N/A
Q5U651	1	#N/A
O95759	1	#N/A
Q2VPB7	1	p
Q6PJG6	1	p
Q8N9M5	1	#N/A
Q9H0U9	1	#N/A
Q9H3H3	1	p
Q02410	1	#N/A
Q13621	1	#N/A
O15050	1	#N/A
Q9H2W6	1	p
Q5T7W0	1	#N/A
P78556	1	#N/A
Q68DH5	1	#N/A
Q6ICB0	1	#N/A
P08254	1	#N/A
Q9NPB8	1	#N/A
Q9P2P1	1	#N/A
Q92963	1	#N/A
P33402	1	#N/A
Q15120	1	p
Q9H9P8	1	#N/A
Q9P032	1	p
O75937	1	p
O75881	1	#N/A
Q9HB63	1	#N/A
Q9UL03	1	#N/A
P34059	1	p
Q60I27	1	#N/A
Q6DKK2	1	#N/A
Q7Z7H8	1	p
Q8IVN3	1	#N/A
Q8IY33	1	#N/A
Q8TDD1	1	p
Q92729	1	#N/A
Q96H55	1	#N/A
Q96L91	1	#N/A
Q9H3D4	1	#N/A
Q9Y2P8	1	p
O43310	1	#N/A
Q08AE8	1	#N/A
Q15678	1	#N/A
Q9P2X0	1	p
Q9NXL2	1	#N/A
Q10981	1	#N/A
Q9H1X1	1	#N/A
A0JNW5	1	#N/A
Q15027	1	#N/A
P35236	1	#N/A
Q5MNZ6	1	p
Q8NHZ8	1	#N/A
Q9H1C7	1	#N/A
Q5HYW2	1	#N/A
Q14761	1	#N/A
Q96RD9	1	#N/A
Q9NRB3	1	#N/A
Q9NRG9	1	#N/A
Q9Y6Y9	1	#N/A
Q15013	1	#N/A
Q15464	1	#N/A
Q9NUP1	1	p
Q9NWX5	1	#N/A
Q6ZSZ6	1	#N/A
Q96QE2	1	#N/A
Q9BXM0	1	#N/A
Q9UJX6	1	#N/A
O15156	1	#N/A
O43255	1	#N/A
P06401	1	#N/A
Q6UWH4	1	#N/A
Q9NWZ5	1	#N/A
Q13219	1	#N/A
Q6P5W5	1	#N/A
Q8N7Z5	1	#N/A
Q96SZ6	1	#N/A
P26374	1	#N/A
Q96AP7	1	#N/A
Q9NVE5	1	#N/A
Q14849	1	#N/A
Q7Z2Y5	1	#N/A
Q9H7B4	1	p
Q13625	1	#N/A
Q8TD57	1	#N/A
Q9UBK8	1	#N/A
Q96A29	1	#N/A
A1A4S6	1	#N/A
O60870	1	#N/A
O75164	1	#N/A
P25490	1	#N/A
P32780	1	#N/A
P58005	1	#N/A
P78560	1	#N/A
Q6IQ49	1	#N/A
Q6XUX3	1	#N/A
Q86V42	1	#N/A
Q8IWF6	1	#N/A
Q8TB52	1	#N/A
Q8WYL5	1	#N/A
Q96MG7	1	#N/A
Q96S94	1	#N/A
Q9C035	1	#N/A
Q9H0H3	1	#N/A
Q9P218	1	#N/A
Q9UMW8	1	#N/A
Q8WXE0	1	#N/A
O14734	1	#N/A
Q14696	1	p
Q7Z4R8	1	#N/A
Q8NAT1	1	#N/A
Q96EU7	1	#N/A
Q9H6E4	1	p
Q9UPQ8	1	#N/A
Q643R3	1	#N/A
Q9NXG6	1	#N/A
Q8N6L1	1	#N/A
O75907	1	#N/A
O75911	1	p
O96008	1	p
Q6P1M0	1	p
Q8N5M9	1	#N/A
Q8NCS4	1	#N/A
Q9BW72	1	#N/A
Q9NUQ2	1	p
Q9P0S9	1	#N/A
Q8NEG4	1	#N/A
O14874	1	#N/A
P82932	1	p
Q15118	1	#N/A
Q6X4U4	1	#N/A
Q96ER9	1	#N/A
Q8TDW0	1	#N/A
Q99500	1	#N/A
Q70IA8	1	#N/A
Q86YM7	1	#N/A
Q8N5H3	1	#N/A
Q8TF74	1	p
Q9NRR1	1	#N/A
Q9NZQ7	1	#N/A
Q9Y5J7	1	p
P47224	1	p
Q15223	1	#N/A
Q5T0Z8	1	#N/A
Q96IF1	1	#N/A
Q9P2G1	1	#N/A
Q96P11	1	p
Q9Y587	1	#N/A
O75094	1	#N/A
Q96DD7	1	#N/A
P54851	1	#N/A
Q96K37	1	#N/A
Q96LW7	1	#N/A
O15431	1	#N/A
P24278	1	#N/A
Q9H792	1	#N/A
Q9NRR3	1	#N/A
Q9ULC8	1	#N/A
O60235	1	#N/A
Q9UH17	1	#N/A
Q9UHA7	1	#N/A
O15049	1	#N/A
Q86U90	1	#N/A
Q9H306	1	#N/A
P19883	1	#N/A
Q8N6C5	1	#N/A
P57739	1	#N/A
Q6MZP7	1	#N/A
P09529	1	#N/A
Q96QD5	1	#N/A
O60566	1	#N/A
Q96F81	1	#N/A
Q5M9N0	1	#N/A
Q8IZ52	1	#N/A
Q9UQ49	1	#N/A
O75096	1	#N/A
Q16620	1	#N/A
Q2M2W7	1	#N/A
Q8N0V4	1	#N/A
Q8TAT2	1	#N/A
Q99946	1	#N/A
Q14596	1	#N/A
P21580	1	#N/A
P35367	1	#N/A
P36894	1	#N/A
Q14145	1	p
Q495W5	1	#N/A
Q9UKA4	1	#N/A
O75896	1	#N/A
P53701	1	p
Q4G148	1	#N/A
Q5EBL8	1	p
Q9BRP1	1	p
Q99519	1	p
Q9NX70	1	#N/A
O75354	1	#N/A
P09341	1	#N/A
P12643	1	#N/A
Q5T6F2	1	p
Q8IVL5	1	#N/A
Q8NFC6	1	p
Q9BYG0	1	#N/A
Q68DQ2	1	p
Q99574	1	#N/A
Q6ZSS7	1	#N/A
O75683	1	#N/A
Q9UPW6	1	#N/A
Q8NBP7	1	#N/A
Q96QA5	1	#N/A
Q5THJ4	1	#N/A
Q99592	1	#N/A
Q9UPX8	1	#N/A
Q6UWD8	1	#N/A
Q7Z5P4	1	#N/A
Q96JA1	1	#N/A
Q99698	1	#N/A
Q9HCE0	1	#N/A
P82980	1	#N/A
Q8IWV2	1	#N/A
P33241	1	p
P42830	1	#N/A
Q86UE4	1	p
Q9UHI8	1	#N/A
P12270	1	p
P33897	1	p
Q6NSJ5	1	#N/A
Q9BXK5	1	p
Q96GW9	1	#N/A
P54198	1	#N/A
Q9H0K1	1	#N/A
Q9UBW7	1	#N/A
Q9ULI0	1	#N/A
P11509	1	#N/A
O75251	1	p
Q2T9J0	1	#N/A
Q5JRA6	1	p
O43299	1	#N/A
Q9Y4E6	1	p
O14807	1	#N/A
O43692	1	#N/A
O76024	1	p
P41208	1	p
P78357	1	#N/A
Q15542	1	#N/A
Q8IX30	1	#N/A
Q8TEQ0	1	#N/A
Q9BRC7	1	#N/A
Q9BY76	1	#N/A
Q6ZVK8	1	#N/A
O00748	1	p
Q07837	1	#N/A
O60237	1	#N/A
Q9BTC0	1	#N/A
P11712	1	#N/A
P33261	1	#N/A
Q96FA3	1	#N/A
P50120	1	#N/A
P36537	1	#N/A
Q6UW02	1	#N/A
O43581	1	#N/A
Q96GX2	1	#N/A
Q5VUB5	1	#N/A
Q86XI2	1	#N/A
O75462	1	#N/A
O95864	1	#N/A
P63272	1	p
Q6UWR7	1	#N/A
Q6ZT12	1	#N/A
Q9ULX6	1	#N/A
P17342	1	#N/A
Q9BZZ2	1	p
Q6ZVF9	1	#N/A
Q92824	1	#N/A
Q14318	1	#N/A
Q6R327	1	p
Q6GQQ9	1	p
Q9NWX6	1	p
Q5VV42	1	#N/A
Q9NYR9	1	#N/A
A6NHX0	1	#N/A
Q76M96	1	p
Q96S66	1	#N/A
P10588	1	#N/A
P57078	1	#N/A
Q66K79	1	#N/A
Q6P589	1	#N/A
Q6ZNB6	1	#N/A
Q96EP0	1	p
O43306	1	#N/A
P15289	1	p
Q8WUH6	1	#N/A
Q93062	1	#N/A
Q8IZQ1	1	#N/A
P07919	1	p
Q13257	1	#N/A
Q9UEW3	1	#N/A
P05177	1	#N/A
Q9BW62	1	#N/A
Q99543	1	p
O00767	1	#N/A
P22692	1	p
Q8N0U7	1	#N/A
Q14432	1	#N/A
Q8TB73	1	#N/A
O43822	1	#N/A
Q6PID6	1	#N/A
Q8TBN0	1	#N/A
O43823	1	#N/A
O75145	1	#N/A
P17098	1	#N/A
Q9GZN8	1	p
Q9UNW1	1	p
Q13268	1	#N/A
Q702N8	1	#N/A
Q9NYQ6	1	#N/A
Q92618	1	#N/A
Q9NP77	1	#N/A
Q9GZT3	1	p
P36639	1	#N/A
Q5UCC4	1	p
Q9H2X0	1	#N/A
P98155	1	#N/A
O95631	1	#N/A
Q96DT5	1	#N/A
O15079	1	#N/A
A4D1S0	1	#N/A
P48066	1	#N/A
Q8N4T4	1	#N/A
Q96Q89	1	#N/A
O75901	1	#N/A
Q14703	1	#N/A
Q96ID5	1	#N/A
Q9H7U1	1	#N/A
O75629	1	#N/A
P43251	1	#N/A
P58166	1	#N/A
O14638	1	#N/A
Q9Y3C5	1	#N/A
Q52LD8	1	#N/A
Q7Z3T8	1	p
O15389	1	#N/A
Q96IX5	1	p
O15121	1	#N/A
Q05469	1	#N/A
Q5QGZ9	1	#N/A
Q8NFQ8	1	p
Q9Y2G3	1	#N/A
Q9UKR5	1	#N/A
Q8IZ21	1	p
Q9H6T3	1	#N/A
O15540	1	#N/A
P62310	1	p
Q8IYT2	1	#N/A
Q96HQ2	1	#N/A
Q9NWU1	1	#N/A
P35790	1	#N/A
P78345	1	#N/A
Q9H568	1	#N/A
Q9NX58	1	p
O95251	1	#N/A
Q14202	1	#N/A
Q9BW30	1	p
Q9H7Z6	1	#N/A
O15254	1	p
A6NDU8	1	p
O43347	1	#N/A
O75151	1	#N/A
O75173	1	#N/A
O94769	1	#N/A
O95140	1	#N/A
Q96EK7	1	#N/A
Q96MG2	1	#N/A
Q9BXI3	1	#N/A
Q9UBB9	1	#N/A
Q9NPI6	1	#N/A
Q13423	1	p
Q15276	1	#N/A
Q6UXY8	1	#N/A
P60468	1	p
O75795	1	#N/A
P54855	1	#N/A
P22570	1	p
P49638	1	#N/A
P47989	1	#N/A
O15488	1	#N/A
Q6WKZ4	1	p
Q9Y237	1	p
Q6GYQ0	1	#N/A
O60869	1	p
Q96F10	1	#N/A
Q24JP5	1	#N/A
P31350	1	#N/A
P61587	1	#N/A
Q16204	1	p
P05114	1	p
Q13416	1	#N/A
Q8IZ40	1	#N/A
Q8TB36	1	p
Q5T7N3	1	#N/A
O94772	1	#N/A
P61278	1	#N/A
P50479	1	p
P51798	1	p
Q8NEC7	1	#N/A
Q15124	1	p
Q8N5X7	1	#N/A
Q9UKZ9	1	#N/A
Q9Y535	1	#N/A
Q6P1Q9	1	#N/A
Q5SZK8	1	#N/A
Q9BY77	1	#N/A
Q8WWH5	1	#N/A
Q9NQG5	1	p
Q15007	1	p
Q9NW64	1	#N/A
Q05BV3	1	#N/A
Q14142	1	p
P11245	1	#N/A
P78539	1	#N/A
P19021	1	#N/A
Q5EB52	1	#N/A
A6NE02	1	#N/A
Q9UFP1	1	#N/A
Q7Z699	1	#N/A
Q9UNA0	1	#N/A
P14770	1	#N/A
Q9Y566	1	#N/A
A0A0C4DH33	1	#N/A
Q93033	1	#N/A
P03915	1	#N/A
Q9Y235	1	#N/A
Q9H7M9	1	#N/A
O95479	1	#N/A
P54108	1	#N/A
Q9BT09	1	p
Q96T88	1	#N/A
Q9H900	1	#N/A
P26012	1	#N/A
Q8N0X4	1	#N/A
Q92562	1	#N/A
Q96GU1	1	#N/A
Q14151	1	p
O95400	1	#N/A
P19320	1	p
O00499	1	p
O15061	1	#N/A
Q6PHR2	1	p
Q86W50	1	#N/A
Q9H1D9	1	#N/A
Q9ULE6	1	p
Q9Y5Q8	1	p
Q9H9J2	1	p
P60059	1	#N/A
O95168	1	p
P09669	1	p
Q9GZP0	1	#N/A
Q9HCD6	1	#N/A
Q9NVT9	1	#N/A
O60220	1	p
Q9UHD9	1	p
Q9UMX0	1	p
Q9Y6K1	1	#N/A
O14498	1	#N/A
Q14678	1	p
Q6P1X5	1	#N/A
O94811	1	p
Q86US8	1	#N/A
Q08AD1	1	#N/A
Q99470	1	p
Q8IUL8	1	#N/A
P05997	1	p
P05154	1	#N/A
A0A075B6I4	1	#N/A
Q9NWQ8	1	p
Q13424	1	#N/A
Q6ZUX7	1	#N/A
Q2TAA2	1	p
Q8IVB5	1	#N/A
Q13112	1	#N/A
Q9NX63	1	p
Q9NUD5	1	#N/A
Q9BPW8	1	p
Q9P0Z9	1	#N/A
P10645	1	#N/A
Q96KG7	1	#N/A
Q9BX67	1	#N/A
Q9H6B4	1	#N/A
Q9NVM1	1	#N/A
P17600	1	#N/A
Q92777	1	#N/A
O75061	1	#N/A
Q9NTZ6	1	p
Q86VH2	1	#N/A
Q8NG68	1	#N/A
Q8N2K0	1	p
Q8TD30	1	p
O60240	1	#N/A
P49795	1	#N/A
O43929	1	#N/A
Q16740	1	p
Q7L0J3	1	#N/A
Q96KR1	1	p
Q9P273	1	#N/A
O75452	1	#N/A
O75600	1	#N/A
P22033	1	#N/A
P28330	1	#N/A
Q6P587	1	p
Q9UI32	1	#N/A
Q9UKU7	1	#N/A
Q9NPF0	1	#N/A
Q14693	1	#N/A
Q8N6Y2	1	#N/A
Q9NRA1	1	#N/A
Q9UQP3	1	#N/A
P17927	1	#N/A
P34910	1	p
Q8IU81	1	#N/A
O14561	1	p
O14894	1	#N/A
Q86WA6	1	#N/A
Q92890	1	p
O14770	1	#N/A
O15240	1	#N/A
Q9HCB6	1	p
Q9H0C5	1	#N/A
Q9H1E5	1	#N/A
P60880	1	#N/A
P13521	1	#N/A
Q8N9I0	1	#N/A
Q9H4L7	1	p
P11182	1	p
O00602	1	#N/A
P09172	1	#N/A
Q9UBX1	1	#N/A
O75936	1	#N/A
Q9HCJ6	1	#N/A
Q15848	1	#N/A
P01814	1	#N/A
P01705	1	#N/A
P01601	1	#N/A
A8K2U0	2	#N/A
P05120	2	#N/A
P07476	2	#N/A
Q96P63	2	#N/A
O77932	2	#N/A
P04070	2	#N/A
P61812	2	#N/A
Q8NEZ4	2	#N/A
Q8IZH2	2	#N/A
Q9BSF0	2	#N/A
Q96CV9	2	p
Q96RM1	2	#N/A
Q96A00	2	p
Q7Z403	2	#N/A
Q96RL7	2	p
Q9H553	2	p
P08294	2	p
P03372	2	#N/A
P51654	2	#N/A
P80365	2	#N/A
Q6ISB3	2	#N/A
Q8IUH3	2	#N/A
Q8N1G0	2	p
Q9HC78	2	#N/A
Q9UHF7	2	#N/A
Q9Y2U8	2	#N/A
Q16678	2	#N/A
Q86UU1	2	#N/A
Q8IZ81	2	p
Q96AJ9	2	p
Q96IG2	2	p
Q9BU23	2	p
Q9NRZ7	2	#N/A
Q8NCE2	2	#N/A
Q9Y616	2	#N/A
Q9UBF6	2	#N/A
Q5T601	2	#N/A
P21217	2	#N/A
Q8TD43	2	p
Q9HBK9	2	#N/A
Q9Y2A9	2	#N/A
Q9Y2T3	2	#N/A
Q99757	2	#N/A
Q6ZUJ8	2	p
O94778	2	#N/A
Q9HCH5	2	#N/A
Q9Y597	2	#N/A
P35475	2	#N/A
P50747	2	#N/A
Q15646	2	p
Q969H4	2	#N/A
Q99683	2	#N/A
Q13087	2	#N/A
Q9BQ13	2	#N/A
O60921	2	p
O95685	2	#N/A
Q01658	2	p
Q5XUX1	2	#N/A
Q99638	2	#N/A
P15735	2	#N/A
P32019	2	#N/A
Q15311	2	#N/A
Q6AI08	2	#N/A
Q8N1K5	2	#N/A
Q9NUP7	2	#N/A
Q9P2E3	2	#N/A
Q9Y5T5	2	#N/A
P19634	2	p
Q5BVD1	2	#N/A
Q8TE76	2	#N/A
Q9NZU0	2	#N/A
Q9UKY7	2	p
Q96GP6	2	#N/A
P06126	2	#N/A
Q9HCU0	2	#N/A
Q9NW97	2	#N/A
Q8IZW8	2	#N/A
Q9UGJ1	2	#N/A
Q12923	2	#N/A
Q13568	2	#N/A
Q6PCB6	2	#N/A
Q8IZF2	2	#N/A
Q9BX59	2	#N/A
Q9BZ23	2	#N/A
O14815	2	#N/A
P55957	2	p
Q01523	2	#N/A
Q11206	2	#N/A
Q3MIR4	2	#N/A
Q6GMR7	2	#N/A
Q3MIT2	2	#N/A
Q86XN7	2	#N/A
Q9BXW7	2	p
P49366	2	p
Q9BZF3	2	#N/A
O95295	2	p
Q15723	2	#N/A
Q6UXH1	2	#N/A
Q6UY14	2	p
Q7Z5L7	2	#N/A
O14827	2	#N/A
P53667	2	#N/A
Q8NCN5	2	#N/A
Q9NPP4	2	#N/A
O00400	2	#N/A
Q5JPI3	2	#N/A
Q5T5P2	2	p
P15882	2	#N/A
Q92539	2	#N/A
P55042	2	#N/A
P52757	2	#N/A
Q96EY1	2	p
Q9BVS4	2	#N/A
Q9Y6B7	2	#N/A
Q6P988	2	#N/A
Q9UJC5	2	p
Q8NFV4	2	p
Q9NUB1	2	#N/A
Q9NYU1	2	#N/A
Q08AI8	2	#N/A
Q9NP55	2	#N/A
Q9UN76	2	#N/A
Q8IWA4	2	p
Q8N726	2	#N/A
Q96DT6	2	#N/A
O76076	2	#N/A
Q03692	2	#N/A
O95149	2	p
O75052	2	#N/A
P56159	2	#N/A
Q8N9V3	2	#N/A
Q6GMV2	2	p
O00463	2	#N/A
Q1L5Z9	2	#N/A
Q9ULE4	2	#N/A
O43464	2	p
P49069	2	#N/A
Q8N6M3	2	#N/A
Q9NXS2	2	#N/A
Q2PZI1	2	#N/A
O75509	2	#N/A
Q56VL3	2	p
Q96ES6	2	#N/A
Q92876	2	#N/A
P56559	2	#N/A
Q5M775	2	p
Q9NQU5	2	#N/A
O00515	2	#N/A
P30679	2	#N/A
Q9NZ09	2	p
Q15050	2	p
Q86YV5	2	#N/A
P25101	2	#N/A
P52594	2	p
Q92478	2	#N/A
Q9BRX5	2	#N/A
O95633	2	#N/A
P28300	2	#N/A
Q9Y2K3	2	#N/A
Q7Z7A1	2	#N/A
Q8IWU5	2	#N/A
O95477	2	#N/A
Q99956	2	#N/A
P23219	2	p
Q9BZC7	2	#N/A
P06127	2	#N/A
P51828	2	#N/A
Q9NXH8	2	#N/A
P42695	2	#N/A
P43308	2	#N/A
Q8N4X5	2	p
Q9H788	2	#N/A
Q9NXN4	2	#N/A
O95407	2	#N/A
Q5VT66	2	#N/A
Q96GM8	2	p
Q9NR28	2	p
Q9NRD1	2	p
Q71SY5	2	#N/A
Q9HCN8	2	p
O00483	2	p
O43402	2	p
O95236	2	#N/A
P14927	2	p
Q96HD1	2	#N/A
Q9BT40	2	#N/A
Q05823	2	#N/A
Q9NQ89	2	#N/A
Q01804	2	#N/A
O95639	2	#N/A
Q6PIJ6	2	#N/A
Q9H6U6	2	#N/A
Q9P291	2	#N/A
Q96BQ1	2	#N/A
Q96DV4	2	#N/A
Q6UX53	2	#N/A
Q86SJ2	2	#N/A
Q8WUI4	2	#N/A
Q99650	2	#N/A
Q9H173	2	p
Q9NP92	2	p
O95202	2	p
Q9Y5J5	2	#N/A
Q9C002	2	#N/A
Q8N584	2	#N/A
P21549	2	#N/A
Q9C037	2	#N/A
P08684	2	#N/A
Q14032	2	#N/A
Q6IB77	2	#N/A
Q9HAT8	2	#N/A
P53355	2	#N/A
Q8TCB0	2	#N/A
P16662	2	#N/A
Q9BXF6	2	p
Q9NWZ8	2	#N/A
P49326	2	#N/A
P61457	2	p
Q9H246	2	#N/A
Q9P0K1	2	#N/A
Q9UBP9	2	#N/A
Q9Y6X9	2	#N/A
Q8IYS1	2	p
O60503	2	#N/A
Q9H2V7	2	#N/A
P25116	2	#N/A
O76070	2	p
Q9BPW9	2	#N/A
O60890	2	#N/A
Q9BXI6	2	p
Q9C0D5	2	p
O75113	2	#N/A
Q15198	2	#N/A
Q96PE2	2	p
Q8NEJ9	2	p
P24347	2	#N/A
Q9UBZ9	2	#N/A
Q9H0W8	2	p
Q9GZT9	2	#N/A
P46108	2	p
Q9H0V9	2	p
P25686	2	#N/A
Q9NUM4	2	p
O15037	2	p
Q96PD2	2	#N/A
Q8NEZ2	2	p
Q504Y2	2	#N/A
P48029	2	#N/A
Q13137	2	#N/A
Q9NZV1	2	#N/A
P46531	2	#N/A
Q9UBQ6	2	#N/A
Q13093	2	#N/A
O43639	2	p
Q8TAF3	2	p
P00846	2	p
Q14739	2	p
Q96S52	2	p
P12314	2	#N/A
P78325	2	#N/A
O15116	2	p
O94925	2	p
Q5T2E6	2	#N/A
Q8TB61	2	p
Q96AZ6	2	p
Q9NVI7	2	p
Q8TBZ3	2	#N/A
Q8TDQ7	2	p
O75317	2	#N/A
Q17RC7	2	#N/A
P29120	2	#N/A
Q09472	2	#N/A
Q14966	2	#N/A
Q01831	2	#N/A
Q15061	2	p
Q7KZ85	2	p
Q7L2J0	2	p
Q9NV31	2	p
P07333	2	#N/A
Q13822	2	#N/A
Q9BV79	2	#N/A
P30049	2	p
Q9H074	2	p
P58215	2	#N/A
Q7Z2K8	2	#N/A
Q9NQ66	2	p
Q9H8M5	2	#N/A
Q9Y312	2	#N/A
O75128	2	#N/A
Q4G0J3	2	p
Q9BTA9	2	#N/A
O14967	2	#N/A
O00478	2	#N/A
Q9UBH6	2	#N/A
Q9Y2Q0	2	#N/A
Q7Z3C6	2	p
Q8WVC0	2	#N/A
Q9BY42	2	p
Q9UHI5	2	#N/A
Q13123	2	p
Q9Y314	2	p
Q92738	2	p
O60687	2	#N/A
Q6ZU65	2	#N/A
Q2TAZ0	2	#N/A
P56749	2	#N/A
Q9UHC7	2	#N/A
P07998	2	#N/A
Q9GZT8	2	p
P15954	2	p
Q96IV0	2	p
Q8IYE0	2	#N/A
O43566	2	#N/A
Q86WV6	2	p
P28906	2	#N/A
Q6NUM9	2	p
Q9BRR6	2	p
P21860	2	#N/A
Q9Y2L9	2	p
Q9HAN9	2	#N/A
O43660	2	p
Q9UP38	2	#N/A
Q9Y6D9	2	#N/A
A6QL63	2	#N/A
Q86VM9	2	p
Q9H0L4	2	#N/A
Q9Y4G8	2	p
K7EJ46	2	#N/A
Q13113	2	#N/A
Q8NCG5	2	#N/A
Q9H0U3	2	p
O75306	2	p
P54802	2	p
Q9BWM7	2	p
P20962	2	p
Q13797	2	#N/A
Q99661	2	#N/A
P31641	2	#N/A
Q15750	2	#N/A
Q684P5	2	#N/A
Q92561	2	#N/A
P49643	2	#N/A
Q8TDJ6	2	#N/A
Q92541	2	#N/A
Q9Y4W6	2	p
Q13772	2	#N/A
Q13049	2	p
Q5VST6	2	#N/A
P03950	2	p
P20061	2	#N/A
Q9NP58	2	p
Q92604	2	#N/A
Q9C0E8	2	p
O15479	2	#N/A
Q9BRF8	2	p
Q8WV41	2	p
P56182	2	p
Q86V81	2	p
Q15424	2	p
Q96GM5	2	#N/A
Q53HV7	2	#N/A
Q9P035	2	p
Q9Y6X4	2	#N/A
P46059	2	#N/A
O14756	2	#N/A
P17735	2	#N/A
Q08AH3	2	#N/A
Q68CK6	2	#N/A
Q8TET4	2	#N/A
Q9BQG2	2	p
Q9Y343	2	#N/A
P09132	2	p
Q69YN4	2	#N/A
O00445	2	#N/A
Q9BSA4	2	#N/A
Q5T2W1	2	#N/A
Q7Z3K3	2	#N/A
O00754	2	p
Q9HD89	2	#N/A
Q15388	2	p
Q16795	2	p
Q86TV6	2	#N/A
Q9HCC0	2	p
Q70UQ0	2	p
Q96SM3	2	#N/A
Q9NU22	2	p
Q1HG44	2	#N/A
P43005	2	#N/A
P51970	2	p
Q9H9B4	2	p
Q9UDR5	2	#N/A
P00480	2	#N/A
P21953	2	#N/A
Q96DC8	2	#N/A
P50053	2	#N/A
